發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市中正區羅斯福路3段 / 臺北市中正區辛亥路1段,2020/6/18 上午 10:10:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.019748,121.528932
臺北市中正區羅斯福路3段 / 臺北市中正區辛亥路1段,2020/2/28 下午 05:56:00,中正區,普通重型-機車;普通重型-機車,1,25.019831,121.529049
臺北市中正區羅斯福路3段 / 臺北市中正區辛亥路1段,2020/6/28 下午 12:00:00,中正區,自用-小客車;普通重型-機車,1,25.019883,121.529136
臺北市中正區羅斯福路3段 / 臺北市中正區辛亥路1段,2020/3/5 下午 06:42:00,中正區,普通重型-機車;普通輕型-機車;乘客-人,1,25.019924,121.529006
臺北市中正區羅斯福路3段 / 臺北市中正區辛亥路1段口,2020/9/4 上午 11:45:00,中正區,普通重型-機車;自用-小客車,1,25.019772,121.529077
臺北市中正區羅斯福路3段 / 臺北市中正區新生南路3段,2020/11/18 上午 12:05:00,中正區,普通重型-機車;腳踏自行車-慢車;乘客-人,3,25.016039,121.532916
臺北市中正區羅斯福路3段 / 臺北市中正區新生南路3段,2020/1/14 下午 03:25:00,中正區,普通重型-機車;自用-小客車,1,25.016296,121.532608
臺北市中正區羅斯福路3段 / 臺北市中正區新生南路3段,2020/11/10 下午 08:00:00,中正區,普通重型-機車;腳踏自行車-慢車,2,25.016322,121.532696
臺北市中正區羅斯福路3段 / 臺北市中正區新生南路3段,2020/3/3 下午 02:35:00,中正區,自用-小貨車(含客、貨兩用);自用-小客車;普通重型-機車;自用-小客車;乘客-人,2,25.016338,121.532519
臺北市中正區羅斯福路3段 / 臺北市中正區新生南路3段,2020/1/16 下午 04:18:00,中正區,普通重型-機車;普通重型-機車,2,25.016357,121.5325
臺北市中正區羅斯福路3段150號前0.0公尺,2020/6/5 上午 08:22:00,中正區,腳踏自行車-慢車,1,25.020078,121.528728
臺北市中正區羅斯福路3段168號前0.0公尺,2020/12/9 下午 06:50:00,中正區,普通重型-機車;普通重型-機車;乘客-人,1,25.020048,121.528791
臺北市中正區羅斯福路3段242號前0.0公尺,2020/12/16 上午 05:33:00,中正區,普通重型-機車;行人-人,1,25.017752,121.531194
臺北市中正區羅斯福路3段272號前0.0公尺,2020/11/2 下午 03:27:00,中正區,普通重型-機車;普通重型-機車;自用-小客車,1,25.017538,121.531429
臺北市中正區羅斯福路3段50號前0.0公尺,2020/5/21 下午 12:35:00,中正區,自用-小客車;普通重型-機車,1,25.022825,121.525552
臺北市中正區羅斯福路3段8號前0.0公尺,2020/12/7 下午 01:20:00,中正區,腳踏自行車-慢車;行人-人,1,25.023496,121.52498
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2020/5/18 下午 10:20:00,中正區,腳踏自行車-慢車,1,25.011208,121.536798
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2020/3/6 下午 04:47:00,中正區,普通輕型-機車;普通重型-機車,1,25.011218,121.536897
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2020/3/9 下午 03:00:00,中正區,普通重型-機車;普通重型-機車,2,25.011268,121.536924
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2020/5/30 下午 05:51:00,中正區,普通重型-機車;普通重型-機車,1,25.011273,121.536992
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2020/8/14 下午 06:20:00,中正區,自用-小客車;普通重型-機車,1,25.011302,121.536987
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2020/11/12 下午 03:10:00,中正區,普通重型-機車;普通重型-機車;計程車-小客車,1,25.011332,121.536964
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,2020/8/17 上午 09:41:00,中正區,普通重型-機車;普通重型-機車,2,25.011421,121.536921
臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段口,2020/10/23 上午 11:18:00,中正區,普通重型-機車;普通重型-機車,1,25.011318,121.536941
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2020/1/21 下午 10:41:00,中正區,腳踏自行車-慢車,1,25.011854,121.536581
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2020/4/1 下午 03:20:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.013506,121.53546
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2020/10/8 下午 06:00:00,中正區,計程車-小客車;行人-人,1,25.013891,121.534915
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2020/9/6 下午 09:00:00,中正區,普通重型-機車;大型重型2(250-550C.C.)-機車;乘客-人,2,25.013978,121.534959
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2020/1/10 下午 03:35:00,中正區,普通重型-機車;普通重型-機車,1,25.015582,121.533287
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段,2020/3/30 上午 10:09:00,中正區,普通重型-機車;普通重型-機車,1,25.015624,121.533262
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段口,2020/9/6 下午 12:25:00,中正區,普通重型-機車;普通重型-機車,1,25.011865,121.536648
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段口,2020/8/3 上午 08:01:00,中正區,普通重型-機車;普通重型-機車,2,25.013956,121.535002
臺北市中正區羅斯福路4段 / 臺北市中正區羅斯福路4段口,2020/12/22 下午 08:40:00,中正區,大型重型1(550C.C.以上)-機車;普通重型-機車,1,25.015604,121.533291
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2020/6/16 下午 07:30:00,中正區,普通輕型-機車;普通重型-機車,2,25.011578,121.535981
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2020/3/5 下午 04:02:00,中正區,自用-小客車;普通重型-機車;乘客-人,1,25.012598,121.535266
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段,2020/10/24 下午 09:43:00,中正區,自用-小客車;普通重型-機車,1,25.014874,121.532579
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段口,2020/8/29 上午 09:13:00,中正區,普通重型-機車;普通輕型-機車;乘客-人;乘客-人;乘客-人,1,25.014509,121.533039
臺北市中正區羅斯福路4段 / 臺北市中正區汀州路3段口,2020/9/15 上午 10:27:00,中正區,自用-小貨車(含客、貨兩用);行人-人,1,25.014894,121.532574
臺北市中正區羅斯福路4段160號前0.0公尺,2020/1/7 上午 03:29:00,中正區,行人-人;普通重型-機車,1,25.012529,121.536229
臺北市中正區羅斯福路4段24巷6-1號前0.0公尺,2020/12/5 下午 10:04:00,中正區,普通重型-機車;自用-小客車,1,25.015146,121.532852
臺北市中正區羅斯福路4段50號前0.0公尺,2020/2/18 下午 05:00:00,中正區,民營公車-大客車;自用-小客車;乘客-人,1,25.015407,121.533573
臺北市中正區南昌路1段 / 臺北市中正區愛國西路,2020/2/27 下午 05:13:00,中正區,普通重型-機車;普通重型-機車,1,25.034751,121.514829
臺北市中正區南昌路1段 / 臺北市中正區和平西路1段,2020/12/5 下午 07:20:00,中正區,計程車-小客車;普通重型-機車;乘客-人,1,25.026877,121.521064
臺北市中正區南昌路1段 / 臺北市中正區羅斯福路1段,2020/5/16 下午 07:08:00,中正區,自用-大貨車;行人-人;乘客-人,1,25.030052,121.518106
臺北市中正區南昌路1段 / 臺北市中正區羅斯福路1段,2020/6/6 下午 03:38:00,中正區,自用-小客車;行人-人,1,25.031124,121.51734
臺北市中正區南昌路1段 / 臺北市中正區南昌路1段,2020/11/27 下午 09:25:00,中正區,自用-小客車;普通重型-機車,1,25.031431,121.517009
臺北市中正區南昌路1段 / 臺北市中正區南海路,2020/1/2 下午 05:24:00,中正區,自用-小客車;普通重型-機車,1,25.032385,121.516392
臺北市中正區南昌路1段 / 臺北市中正區南海路,2020/8/22 上午 09:15:00,中正區,普通重型-機車;自用-小客車;乘客-人,1,25.032399,121.516376
臺北市中正區南昌路1段 / 臺北市中正區南海路,2020/11/12 下午 11:00:00,中正區,普通重型-機車;自用-小客車,1,25.032418,121.51627
臺北市中正區南昌路1段 / 臺北市中正區寧波西街,2020/11/8 下午 06:00:00,中正區,普通重型-機車;普通輕型-機車,1,25.030705,121.517588
臺北市中正區南昌路1段 / 臺北市中正區寧波西街,2020/5/13 上午 10:15:00,中正區,普通重型-機車;普通重型-機車,1,25.030713,121.517557
臺北市中正區南昌路1段 / 臺北市中正區寧波西街,2020/12/9 下午 03:35:00,中正區,計程車-小客車;行人-人,1,25.030761,121.517648
臺北市中正區南昌路1段 / 臺北市中正區寧波西街口,2020/12/8 上午 11:48:00,中正區,民營公車-大客車;乘客-人,1,25.030676,121.517593
臺北市中正區南昌路1段 / 臺北市中正區寧波西街口,2020/6/18 上午 09:25:00,中正區,普通重型-機車;普通重型-機車,2,25.030693,121.51757
臺北市中正區南昌路1段 / 臺北市中正區寧波西街口,2020/6/12 下午 01:30:00,中正區,普通重型-機車;普通重型-機車,2,25.031077,121.516441
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2020/9/3 下午 12:35:00,中正區,自用-小客車;民營公車-大客車;乘客-人;乘客-人,2,25.034292,121.514887
臺北市中正區南昌路1段 / 臺北市中正區重慶南路2段,2020/2/6 下午 01:35:00,中正區,自用-小客車;自用-小客車;乘客-人,2,25.03463,121.51438
臺北市中正區南昌路1段120號前0.0公尺,2020/1/16 下午 02:50:00,中正區,行人-人,1,25.029847,121.518196
臺北市中正區南昌路1段5號前0.0公尺,2020/10/23 下午 03:42:00,中正區,自用-小客車;普通重型-機車,1,25.03284,121.516071
臺北市中正區南昌路1段62號前0.0公尺,2020/12/7 下午 08:25:00,中正區,普通重型-機車;行人-人,2,25.031714,121.516801
臺北市中正區南昌路2段 / 臺北市中正區福州街,2020/11/3 下午 01:10:00,中正區,自用-大貨車;普通重型-機車,1,25.02892,121.518889
臺北市中正區南昌路2段 / 臺北市中正區福州街,2020/3/14 下午 10:35:00,中正區,自用-小客車;普通重型-機車,1,25.028942,121.518896
臺北市中正區南昌路2段 / 臺北市中正區福州街,2020/3/12 下午 03:35:00,中正區,自用-小客車;普通重型-機車,1,25.028947,121.518921
臺北市中正區南昌路2段 / 臺北市中正區福州街,2020/1/15 上午 09:30:00,中正區,計程車-小客車;普通重型-機車,1,25.028954,121.518872
臺北市中正區南昌路2段 / 臺北市中正區福州街,2020/4/11 上午 07:00:00,中正區,普通重型-機車;腳踏自行車-慢車,2,25.028954,121.518872
臺北市中正區南昌路2段 / 臺北市中正區福州街口,2020/12/17 上午 09:05:00,中正區,計程車-小客車;行人-人,1,25.02894,121.518947
臺北市中正區南昌路2段 / 臺北市中正區和平西路1段,2020/9/26 下午 11:50:00,中正區,普通重型-機車;行人-人,1,25.026937,121.521106
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2020/4/9 下午 05:13:00,中正區,自用-小客車;普通重型-機車,1,25.027262,121.52057
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2020/1/30 下午 02:38:00,中正區,自用-小客車;普通重型-機車,1,25.027294,121.520587
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2020/11/20 下午 05:38:00,中正區,普通重型-機車;行人-人,2,25.027549,121.520221
臺北市中正區南昌路2段 / 臺北市中正區南昌路2段,2020/4/25 上午 10:30:00,中正區,自用-小客車;普通重型-機車,1,25.028474,121.519205
臺北市中正區南昌路2段 / 臺北市中正區同安街,2020/6/17 上午 09:50:00,中正區,普通重型-機車;普通重型-機車,2,25.025373,121.522811
臺北市中正區南昌路2段139號前0.0公尺,2020/4/14 上午 09:30:00,中正區,腳踏自行車-慢車;普通輕型-機車,1,25.026001,121.522138
臺北市中正區南昌路2段143號前0.0公尺,2020/10/30 上午 08:39:00,中正區,普通重型-機車;普通重型-機車,2,25.025954,121.522211
臺北市中正區南海路 / 臺北市中正區牯嶺街,2020/11/21 下午 08:45:00,中正區,自用-小客車;普通重型-機車,1,25.032032,121.514943
臺北市中正區南海路 / 臺北市中正區牯嶺街,2020/12/16 上午 07:30:00,中正區,自用-小客車;普通重型-機車,1,25.032079,121.514966
臺北市中正區南海路 / 臺北市中正區湖口街口,2020/7/7 下午 09:00:00,中正區,普通重型-機車,1,25.032168,121.515528
臺北市中正區南海路 / 臺北市中正區湖口街口,2020/5/14 下午 04:25:00,中正區,自用-小客車;普通重型-機車,1,25.032185,121.515544
臺北市中正區南海路 / 臺北市中正區惠安街,2020/12/13 下午 07:40:00,中正區,普通重型-機車,1,25.028043,121.508038
臺北市中正區南海路 / 臺北市中正區惠安街,2020/4/24 下午 11:15:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.028055,121.508018
臺北市中正區南海路 / 臺北市中正區惠安街,2020/12/21 上午 06:20:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.02806,121.508032
臺北市中正區南海路 / 臺北市中正區南昌路1段,2020/10/13 上午 01:30:00,中正區,自用-小客車;普通重型-機車,1,25.032387,121.516344
臺北市中正區南海路 / 臺北市中正區南昌路1段,2020/12/26 下午 01:15:00,中正區,營業用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,1,25.032507,121.516291
臺北市中正區南海路 / 臺北市中正區南海路,2020/9/2 上午 12:50:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.032699,121.517506
臺北市中正區南海路 / 臺北市中正區泉州街,2020/6/29 下午 10:00:00,中正區,普通重型-機車;普通輕型-機車,2,25.031674,121.513704
臺北市中正區南海路 / 臺北市中正區泉州街,2020/1/3 下午 07:22:00,中正區,普通重型-機車;普通重型-機車,1,25.031705,121.513613
臺北市中正區南海路 / 臺北市中正區泉州街,2020/2/21 下午 07:21:00,中正區,普通重型-機車;普通重型-機車,2,25.031739,121.51365
臺北市中正區南海路 / 臺北市中正區泉州街,2020/9/7 下午 07:20:00,中正區,普通重型-機車;普通重型-機車;乘客-人,1,25.031747,121.51365
臺北市中正區南海路 / 臺北市中正區泉州街,2020/1/2 下午 02:29:00,中正區,計程車-小客車;普通重型-機車,1,25.031748,121.513729
臺北市中正區南海路 / 臺北市中正區泉州街,2020/2/26 下午 06:58:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.031764,121.51363
臺北市中正區南海路 / 臺北市中正區汀州路1段,2020/8/25 下午 03:20:00,中正區,普通重型-機車;普通重型-機車,2,25.028935,121.508568
臺北市中正區南海路 / 臺北市中正區重慶南路2段,2020/3/2 下午 08:40:00,中正區,普通重型-機車;普通重型-機車,2,25.032002,121.514286
臺北市中正區南海路 / 臺北市中正區重慶南路2段口,2020/7/9 下午 01:10:00,中正區,普通重型-機車;普通重型-機車,1,25.031946,121.514473
臺北市中正區南海路 / 臺北市中正區重慶南路2段口,2020/12/2 上午 08:39:00,中正區,自用-小客車;普通重型-機車,1,25.031969,121.514439
臺北市中正區南海路107號前0.0公尺,2020/2/2 上午 11:22:00,中正區,普通重型-機車;普通輕型-機車,1,25.027426,121.507555
臺北市中正區南海路15號前0.0公尺,2020/6/26 下午 06:12:00,中正區,普通重型-機車;自用-小客車,1,25.032162,121.515466
臺北市中正區南海路15號前0.0公尺,2020/7/2 下午 11:45:00,中正區,普通重型-機車;租賃車-小客車;普通重型-機車,1,25.032185,121.515472
臺北市中正區南海路17號前0.0公尺,2020/4/24 下午 09:04:00,中正區,普通重型-機車;普通重型-機車,1,25.032019,121.514784
臺北市中正區南海路20號前0.0公尺,2020/11/17 上午 12:34:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.032541,121.517316
臺北市中正區南海路30號前0.0公尺,2020/4/11 下午 06:55:00,中正區,普通重型-機車,1,25.032332,121.515956
臺北市中正區南海路36號前0.0公尺,2020/12/7 下午 09:05:00,中正區,計程車-小客車;普通重型-機車,1,25.032293,121.515821
臺北市中正區南海路46號前0.0公尺,2020/4/8 下午 09:55:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.032178,121.515537
臺北市中正區南海路56號前0.0公尺,2020/3/21 下午 12:51:00,中正區,民營公車-大客車;普通重型-機車,1,25.031318,121.512074
臺北市中正區南海路56號前0.0公尺,2020/10/20 下午 01:20:00,中正區,普通重型-機車;普通重型-機車,1,25.03136,121.512313
臺北市中正區南海路56號前0.0公尺,2020/9/5 下午 11:21:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.031418,121.512598
臺北市中正區南海路60號前0.0公尺,2020/3/17 下午 06:30:00,中正區,普通重型-機車,1,25.030247,121.50907
臺北市中正區南陽街 / 臺北市中正區襄陽路,2020/7/6 下午 03:58:00,中正區,普通重型-機車;行人-人,1,25.043369,121.516263
臺北市中正區南陽街 / 臺北市中正區襄陽路,2020/2/26 下午 05:33:00,中正區,普通重型-機車;自用-小客車,1,25.043384,121.516051
臺北市中正區南陽街 / 臺北市中正區襄陽路,2020/10/14 下午 08:14:00,中正區,普通重型-機車;行人-人;行人-人,1,25.043385,121.516054
臺北市中正區南陽街 / 臺北市中正區許昌街,2020/8/20 下午 06:00:00,中正區,普通重型-機車;自用-小客車,1,25.045591,121.516125
臺北市中正區南陽街28號前0.0公尺,2020/6/14 上午 08:40:00,中正區,普通重型-機車;普通重型-機車,1,25.04446,121.516089
臺北市中正區寧波東街 / 臺北市中正區愛國東路,2020/5/26 上午 09:40:00,中正區,普通輕型-機車;行人-人,2,25.033293,121.520567
臺北市中正區寧波東街 / 臺北市中正區寧波東街,2020/7/2 下午 01:15:00,中正區,普通重型-機車;計程車-小客車,1,25.032638,121.520109
臺北市中正區寧波東街22號前0.0公尺,2020/12/23 下午 01:36:00,中正區,計程車-小客車;普通輕型-機車,1,25.032661,121.520114
臺北市中正區寧波西街 / 臺北市中正區牯嶺街口,2020/10/2 下午 12:23:00,中正區,普通重型-機車;普通重型-機車,1,25.03005,121.516445
臺北市中正區寧波西街 / 臺北市中正區寧波西街,2020/3/30 上午 09:03:00,中正區,普通重型-機車;普通重型-機車,2,25.030378,121.516952
臺北市中正區寧波西街 / 臺北市中正區寧波西街,2020/3/3 上午 08:25:00,中正區,普通重型-機車;計程車-小客車,1,25.030922,121.518012
臺北市中正區寧波西街 / 臺北市中正區寧波西街口,2020/9/29 下午 09:25:00,中正區,普通輕型-機車;普通重型-機車;乘客-人,2,25.031168,121.518311
臺北市中正區寧波西街 / 臺北市中正區詔安街,2020/3/19 上午 07:40:00,中正區,普通重型-機車;普通重型-機車;民營公車-大客車,1,25.026768,121.511665
臺北市中正區寧波西街 / 臺北市中正區中華路2段,2020/11/12 上午 07:36:00,中正區,普通重型-機車;普通重型-機車;乘客-人,3,25.025322,121.510367
臺北市中正區寧波西街 / 臺北市中正區重慶南路2段,2020/10/23 下午 05:30:00,中正區,自用-小客車;普通重型-機車,1,25.029757,121.515256
臺北市中正區寧波西街 / 臺北市中正區重慶南路3段,2020/12/26 下午 01:15:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.029767,121.515315
臺北市中正區寧波西街108號前0.0公尺,2020/8/14 下午 05:30:00,中正區,普通重型-機車;普通輕型-機車;乘客-人,1,25.02946,121.513717
臺北市中正區寧波西街16號前0.0公尺,2020/6/28 下午 04:50:00,中正區,普通重型-機車;普通重型-機車;乘客-人,1,25.031233,121.518515
臺北市中正區寧波西街17號前0.0公尺,2020/5/29 上午 08:44:00,中正區,普通重型-機車;普通重型-機車;普通重型-機車,2,25.031187,121.518372
臺北市中正區寧波西街198號前0.0公尺,2020/8/20 上午 11:52:00,中正區,普通重型-機車;普通重型-機車,1,25.028177,121.511517
臺北市中正區寧波西街78-3號前0.0公尺,2020/2/16 下午 05:30:00,中正區,普通重型-機車;普通重型-機車,2,25.03,121.516314
臺北市中正區寧波西街98號前0.0公尺,2020/1/20 下午 04:30:00,中正區,計程車-小客車;普通重型-機車;自用-小客車;乘客-人,1,25.029561,121.514618
臺北市中正區齊東街 / 臺北市中正區金山南路1段,2020/6/22 下午 01:50:00,中正區,自用-小客車;普通重型-機車,1,25.042633,121.529673
臺北市中正區齊東街53巷前0.0公尺,2020/4/17 上午 10:28:00,中正區,自用-小客車;腳踏自行車-慢車,1,25.041671,121.528186
臺北市中正區青島東路 / 臺北市中正區林森南路,2020/4/14 下午 09:31:00,中正區,普通重型-機車;普通重型-機車,1,25.04362,121.523
臺北市中正區青島東路 / 臺北市中正區紹興南街,2020/7/28 上午 08:16:00,中正區,租賃車-小客車;普通重型-機車,1,25.043198,121.524763
臺北市中正區青島東路 / 臺北市中正區紹興南街,2020/7/21 下午 04:28:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.043198,121.524763
臺北市中正區青島東路33號前0.0公尺,2020/12/15 下午 07:15:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.043198,121.524763
臺北市中正區青島東路 / 臺北市中正區鎮江街,2020/1/15 上午 11:55:00,中正區,自用-小客車;普通重型-機車,1,25.044015,121.521341
臺北市中正區青島東路 / 臺北市中正區鎮江街,2020/9/30 上午 11:00:00,中正區,計程車-小客車;普通重型-機車,1,25.044018,121.521274
臺北市中正區青島東路 / 臺北市中正區鎮江街,2020/7/13 下午 07:36:00,中正區,自用-小客車;普通重型-機車,1,25.044041,121.521304
臺北市中正區青島東路 / 臺北市中正區鎮江街,2020/6/19 上午 11:49:00,中正區,普通重型-機車;普通重型-機車,2,25.044079,121.521017
臺北市中正區青島東路 / 臺北市中正區忠孝東路1段,2020/8/14 下午 04:23:00,中正區,普通重型-機車;普通重型-機車,2,25.043409,121.523929
臺北市中正區青島東路10號前0.0公尺,2020/6/30 下午 02:06:00,中正區,計程車-小客車;普通重型-機車,1,25.043701,121.522675
臺北市中正區青島東路1號前0.0公尺,2020/12/28 上午 08:56:00,中正區,普通重型-機車;普通重型-機車,1,25.044195,121.520672
臺北市中正區青島東路1號前0.0公尺,2020/5/26 上午 07:42:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,2,25.044305,121.520202
臺北市中正區青島東路21-8號前0.0公尺,2020/11/5 下午 04:52:00,中正區,普通重型-機車;自用-小客車,1,25.04334,121.52412
臺北市中正區青島東路21-8號前0.0公尺,2020/10/20 下午 12:28:00,中正區,普通重型-機車;行人-人,1,25.043342,121.524076
臺北市中正區青島東路21號前0.0公尺,2020/1/3 上午 08:11:00,中正區,自用-小客車;普通重型-機車,1,25.043388,121.523907
臺北市中正區青島東路23號前0.0公尺,2020/6/21 上午 11:30:00,中正區,自用-小客車;普通重型-機車,1,25.04331,121.524297
臺北市中正區青島東路23號前0.0公尺,2020/12/28 下午 06:10:00,中正區,普通重型-機車;普通重型-機車,2,25.043351,121.524326
臺北市中正區青島東路5號前0.0公尺,2020/1/14 下午 04:15:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.043882,121.521939
臺北市中正區青島東路5號前0.0公尺,2020/12/21 上午 09:05:00,中正區,自用-小客車;普通重型-機車,1,25.043882,121.522137
臺北市中正區青島東路7號前0.0公尺,2020/7/3 下午 06:40:00,中正區,計程車-小客車;乘客-人,1,25.043804,121.522267
臺北市中正區青島東路前0.0公尺,2020/3/25 下午 03:23:00,中正區,普通重型-機車;普通重型-機車,2,25.043155,121.524828
臺北市中正區青島東路前0.0公尺,2020/9/14 下午 01:31:00,中正區,自用-小客車;普通重型-機車,1,25.044349,121.519889
臺北市中正區青島西路 / 臺北市中正區青島西路,2020/2/22 下午 03:20:00,中正區,普通重型-機車;乘客-人;普通重型-機車;乘客-人,4,25.044812,121.517982
臺北市中正區青島西路13號前0.0公尺,2020/1/9 下午 01:05:00,中正區,行人-人;普通重型-機車,2,25.044992,121.51731
臺北市中正區青島西路7號前0.0公尺,2020/11/5 下午 05:05:00,中正區,腳踏自行車-慢車,1,25.044825,121.518049
臺北市中正區青島西路7號前0.0公尺,2020/5/26 下午 03:47:00,中正區,自用-小客車;普通重型-機車,2,25.044955,121.517516
臺北市中正區青島西路前0.0公尺,2020/3/16 下午 06:18:00,中正區,普通重型-機車;普通重型-機車,1,25.044798,121.517979
臺北市中正區泉州街 / 臺北市中正區和平西路2段,2020/11/9 下午 05:55:00,中正區,普通重型-機車;普通重型-機車,1,25.027726,121.514689
臺北市中正區泉州街 / 臺北市中正區泉州街,2020/8/29 下午 04:22:00,中正區,普通重型-機車;自用-小客車,1,25.024592,121.512665
臺北市中正區泉州街 / 臺北市中正區泉州街,2020/4/7 下午 05:45:00,中正區,普通重型-機車;普通重型-機車,1,25.024602,121.512644
臺北市中正區泉州街 / 臺北市中正區泉州街口,2020/6/19 上午 09:30:00,中正區,自用-小客車;普通重型-機車,1,25.026741,121.514174
臺北市中正區泉州街 / 臺北市中正區水源路口,2020/7/1 下午 10:35:00,中正區,自用-小客車;普通重型-機車,1,25.024127,121.512354
臺北市中正區泉州街 / 臺北市中正區汀州路2段口,2020/10/29 上午 11:30:00,中正區,普通重型-機車;大型重型2(250-550C.C.)-機車,2,25.026143,121.513927
臺北市中正區泉州街 / 臺北市中正區詔安街,2020/9/25 下午 10:55:00,中正區,普通重型-機車;腳踏自行車-慢車;乘客-人,2,25.025184,121.513143
臺北市中正區詔安街 / 臺北市中正區泉州街,2020/11/18 下午 12:30:00,中正區,普通重型-機車;乘客-人,1,25.025184,121.513143
臺北市中正區泉州街41號前0.0公尺,2020/9/7 下午 06:09:00,中正區,普通重型-機車;行人-人,1,25.028937,121.514391
臺北市中正區仁愛路1段 / 臺北市中正區杭州南路1段,2020/3/17 下午 04:49:00,中正區,普通重型-機車;普通重型-機車;乘客-人,2,25.038183,121.525176
臺北市中正區仁愛路1段 / 臺北市中正區金山南路1段,2020/4/19 上午 01:47:00,中正區,普通重型-機車;普通重型-機車,2,25.038131,121.528342
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/12/10 上午 08:03:00,中正區,自用-小客車;行人-人,1,25.038605,121.521543
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/3/6 下午 05:22:00,中正區,普通重型-機車;普通輕型-機車,1,25.038635,121.5216
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/10/31 下午 09:45:00,中正區,普通重型-機車,1,25.038654,121.521625
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/7/27 下午 08:01:00,中正區,普通重型-機車;自用-小客車,1,25.038661,121.521569
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/7/23 下午 01:17:00,中正區,普通重型-機車;普通重型-機車;乘客-人;乘客-人,4,25.038663,121.521588
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/9/11 下午 09:20:00,中正區,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人,1,25.038693,121.521559
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/6/13 下午 12:34:00,中正區,普通重型-機車;自用-小客車,1,25.038743,121.521601
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/6/28 上午 11:30:00,中正區,民營公車-大客車;乘客-人,1,25.038756,121.521937
臺北市中正區仁愛路1段 / 臺北市中正區林森南路,2020/6/19 下午 03:04:00,中正區,腳踏自行車-慢車;普通重型-機車,1,25.038961,121.521681
臺北市中正區仁愛路1段 / 臺北市中正區仁愛路1段,2020/1/9 下午 12:16:00,中正區,普通重型-機車;普通重型-機車,1,25.038488,121.524543
臺北市中正區仁愛路1段 / 臺北市中正區仁愛路1段,2020/10/8 下午 03:30:00,中正區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.038559,121.522925
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2020/11/14 下午 03:17:00,中正區,自用-小客車;普通重型-機車,1,25.03837,121.523402
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2020/1/31 下午 12:15:00,中正區,自用-小客車;普通重型-機車,1,25.038374,121.523364
臺北市中正區仁愛路1段 / 臺北市中正區紹興南街,2020/4/18 上午 11:05:00,中正區,自用-小客車;普通重型-機車,1,25.038402,121.52337
