發生地點,發生時間點,行政區,車種,受傷人數,緯度,經度
臺北市萬華區內江街 / 臺北市萬華區西園路1段,2020/6/16 下午 02:31:00,萬華區,自用-小客車;普通重型-機車,1,25.041862,121.500212
臺北市萬華區內江街 / 臺北市萬華區雅江街,2020/3/9 上午 10:00:00,萬華區,普通重型-機車;普通重型-機車,1,25.041615,121.50156
臺北市萬華區內江街 / 臺北市萬華區雅江街,2020/11/28 下午 03:00:00,萬華區,自用-小貨車(含客、貨兩用);行人-人,1,25.041736,121.501554
臺北市萬華區內江街 / 臺北市萬華區雅江街,2020/12/25 下午 01:10:00,萬華區,自用-小客車;普通重型-機車,1,25.041754,121.501578
臺北市萬華區內江街 / 臺北市萬華區雅江街,2020/4/14 上午 12:49:00,萬華區,計程車-小客車;普通重型-機車,1,25.041799,121.501566
臺北市萬華區內江街130號前0.0公尺,2020/7/20 下午 07:16:00,萬華區,自用-小客車;行人-人,1,25.041629,121.502896
臺北市萬華區青年公園前0.0公尺,2020/9/2 下午 03:20:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.0202,121.503896
臺北市萬華區青年路 / 臺北市萬華區堤外便道青年永福,2020/7/20 下午 10:13:00,萬華區,普通重型-機車;腳踏自行車-慢車,2,25.018709,121.504688
臺北市萬華區青年路 / 臺北市萬華區國興路,2020/2/14 下午 01:58:00,萬華區,普通重型-機車;普通輕型-機車,1,25.026063,121.506473
臺北市萬華區青年路 / 臺北市萬華區國興路,2020/11/26 上午 06:31:00,萬華區,普通重型-機車;普通重型-機車,1,25.02615,121.506623
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/2/5 上午 12:15:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.019466,121.501303
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/6/21 上午 09:49:00,萬華區,普通重型-機車;普通重型-機車;乘客-人,3,25.019478,121.501303
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/10/17 上午 08:45:00,萬華區,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),1,25.019468,121.501297
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/12/22 下午 07:09:00,萬華區,普通重型-機車;租賃車-小客車,1,25.019628,121.501374
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/3/30 下午 02:04:00,萬華區,自用-小客車;普通輕型-機車,1,25.019889,121.501021
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/11/11 上午 07:30:00,萬華區,普通重型-機車;行人-人,1,25.020203,121.501757
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/8/14 上午 06:37:00,萬華區,自用-小客車;普通重型-機車,1,25.021243,121.502364
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/10/17 下午 08:20:00,萬華區,自用-小客車;普通重型-機車,1,25.022797,121.50269
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/12/14 上午 08:50:00,萬華區,租賃車-小客車;普通重型-機車,1,25.023559,121.502746
臺北市萬華區青年路 / 臺北市萬華區青年路,2020/3/13 下午 09:51:00,萬華區,普通重型-機車,1,25.023573,121.502744
臺北市萬華區青年路 / 臺北市萬華區青年路口,2020/6/12 上午 11:11:00,萬華區,普通重型-機車;普通重型-機車,1,25.0195,121.50129
臺北市萬華區青年路 / 臺北市萬華區青年路口,2020/12/17 下午 07:12:00,萬華區,自用-小客車;腳踏自行車-慢車,1,25.02363,121.502781
臺北市萬華區青年路 / 臺北市萬華區水源路,2020/11/24 上午 03:45:00,萬華區,普通重型-機車;普通重型-機車,2,25.019898,121.504182
臺北市萬華區青年路 / 臺北市萬華區水源路,2020/5/20 下午 09:00:00,萬華區,自用-小客車;行人-人,1,25.019954,121.504183
臺北市萬華區青年路 / 臺北市萬華區萬大路,2020/4/6 上午 08:30:00,萬華區,普通重型-機車;普通重型-機車,2,25.022033,121.502538
臺北市萬華區青年路120號前0.0公尺,2020/5/5 下午 02:10:00,萬華區,普通重型-機車;民營公車-大客車;乘客-人,2,25.022519,121.502616
臺北市萬華區青年路12號前0.0公尺,2020/7/22 下午 12:00:00,萬華區,普通重型-機車;行人-人,1,25.025905,121.505985
臺北市萬華區青年路24號前0.0公尺,2020/7/3 下午 05:04:00,萬華區,普通重型-機車;普通重型-機車,2,25.025735,121.505386
臺北市萬華區青年路28號前0.0公尺,2020/1/22 上午 09:46:00,萬華區,自用-小客車;普通重型-機車,1,25.025582,121.505086
臺北市萬華區青年路28號前0.0公尺,2020/12/4 上午 05:43:00,萬華區,普通重型-機車;行人-人,2,25.025664,121.505187
臺北市萬華區青年路34號前0.0公尺,2020/2/23 下午 04:20:00,萬華區,普通重型-機車;普通重型-機車;乘客-人,2,25.025497,121.504639
臺北市萬華區青年路42號前0.0公尺,2020/7/27 上午 09:36:00,萬華區,行人-人;普通重型-機車,2,25.025376,121.504239
臺北市萬華區青年路44號前0.0公尺,2020/4/30 上午 07:23:00,萬華區,普通重型-機車;普通輕型-機車;乘客-人,3,25.025406,121.504305
臺北市萬華區青年路46號前0.0公尺,2020/7/16 上午 11:12:00,萬華區,腳踏自行車-慢車;普通重型-機車,2,25.025349,121.504141
臺北市萬華區青年路6號前0.0公尺,2020/9/12 下午 10:56:00,萬華區,自用-小客車;普通重型-機車;乘客-人,2,25.026054,121.506395
臺北市萬華區三水街 / 臺北市萬華區南寧路,2020/3/10 下午 04:40:00,萬華區,普通重型-機車;自用-小客車,1,25.035595,121.503825
臺北市萬華區雙和街118號前0.0公尺,2020/3/22 下午 02:27:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.027655,121.5009
臺北市萬華區雙和街35號前0.0公尺,2020/7/4 下午 08:54:00,萬華區,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車;乘客-人,2,25.027757,121.501533
臺北市萬華區雙和街9號前0.0公尺,2020/4/1 上午 10:10:00,萬華區,普通重型-機車;行人-人,1,25.027892,121.502279
臺北市萬華區雙園街 / 臺北市萬華區環河南路2段,2020/12/4 下午 12:13:00,萬華區,普通重型-機車;普通重型-機車;自用-小客車,2,25.03248,121.492556
臺北市萬華區雙園街 / 臺北市萬華區艋舺大道,2020/2/15 上午 07:04:00,萬華區,普通重型-機車;腳踏自行車-慢車;乘客-人,1,25.030438,121.493583
臺北市萬華區雙園街 / 臺北市萬華區艋舺大道,2020/11/12 下午 08:05:00,萬華區,自用-小客車;普通重型-機車,1,25.030545,121.493309
臺北市萬華區雙園街 / 臺北市萬華區雙園街,2020/7/22 下午 11:27:00,萬華區,普通重型-機車;自用-小客車,1,25.030067,121.493953
臺北市萬華區雙園街 / 臺北市萬華區雙園街,2020/5/30 上午 05:57:00,萬華區,租賃車-小客車;普通重型-機車,1,25.030107,121.493983
臺北市萬華區雙園街 / 臺北市萬華區雙園街,2020/3/5 上午 08:23:00,萬華區,自用-小客車;普通重型-機車,1,25.031751,121.491909
臺北市萬華區雙園街 / 臺北市萬華區西藏路,2020/4/14 上午 08:03:00,萬華區,普通重型-機車;自用-小客車,1,25.028794,121.495178
臺北市萬華區雙園街11號前0.0公尺,2020/12/11 上午 11:01:00,萬華區,行人-人;普通重型-機車,2,25.029016,121.495137
臺北市萬華區雙園街41號前0.0公尺,2020/4/18 下午 12:45:00,萬華區,普通重型-機車;普通重型-機車,1,25.029598,121.494476
臺北市萬華區水源快速道路 / 臺北市萬華區華中橋往新北市,2020/5/19 上午 10:22:00,萬華區,普通重型-機車;自用-小客車,1,25.016508,121.495499
臺北市萬華區水源快速道路前0.0公尺,2020/4/21 上午 07:27:00,萬華區,租賃車-小客車;自用-小客車;乘客-人,1,25.019099,121.502618
臺北市萬華區水源快速道路前0.0公尺,2020/7/30 上午 01:00:00,萬華區,大型重型2(250-550C.C.)-機車,1,25.02285,121.509794
臺北市萬華區水源路 / 臺北市萬華區國興路,2020/1/16 上午 10:07:00,萬華區,普通重型-機車;普通重型-機車,2,25.022813,121.508489
臺北市萬華區水源路 / 臺北市萬華區國興路,2020/12/29 上午 10:43:00,萬華區,普通重型-機車;普通重型-機車,2,25.022822,121.508533
臺北市萬華區水源路 / 臺北市萬華區青年公園,2020/5/5 上午 06:53:00,萬華區,普通重型-機車;普通重型-機車,2,25.021363,121.506322
臺北市萬華區水源路 / 臺北市萬華區青年路,2020/5/31 上午 04:10:00,萬華區,自用-小客車;普通重型-機車;普通重型-機車;乘客-人,3,25.019954,121.504183
臺北市萬華區水源路205-2號前0.0公尺,2020/1/21 下午 03:04:00,萬華區,租賃車-小客車;普通重型-機車,1,25.019546,121.503095
臺北市萬華區水源路205號前0.0公尺,2020/8/4 下午 05:31:00,萬華區,行人-人;普通輕型-機車,2,25.019513,121.503143
臺北市萬華區水源路209號前0.0公尺,2020/2/23 上午 05:30:00,萬華區,普通重型-機車;自用-小客車,1,25.018932,121.50196
臺北市萬華區萬板大橋往台北市前0.0公尺,2020/3/6 上午 07:38:00,萬華區,普通重型-機車;普通重型-機車,1,25.029904,121.490373
臺北市萬華區萬板大橋往新北市前0.0公尺,2020/4/17 下午 08:34:00,萬華區,普通重型-機車;普通重型-機車,2,25.029809,121.486877
臺北市萬華區萬板大橋往新北市前0.0公尺,2020/4/17 下午 05:49:00,萬華區,普通重型-機車;普通輕型-機車;乘客-人,3,25.030331,121.48775
臺北市萬華區萬板大橋往新北市前0.0公尺,2020/9/10 上午 07:30:00,萬華區,普通重型-機車;普通重型-機車;普通重型-機車,1,25.030416,121.49009
臺北市萬華區萬板大橋往新北市前0.0公尺,2020/7/31 下午 06:10:00,萬華區,普通重型-機車;普通重型-機車,1,25.030663,121.488779
臺北市萬華區萬大路 / 臺北市萬華區寶興街,2020/3/13 下午 05:51:00,萬華區,自用-小貨車(含客、貨兩用);行人-人,1,25.021361,121.496077
臺北市萬華區萬大路 / 臺北市萬華區寶興街,2020/1/1 上午 02:32:00,萬華區,自用-小客車;普通重型-機車,1,25.021364,121.496084
臺北市萬華區萬大路 / 臺北市萬華區寶興街,2020/10/1 下午 02:54:00,萬華區,租賃車-小客車;普通重型-機車,1,25.021558,121.496107
臺北市萬華區萬大路 / 臺北市萬華區長泰街,2020/1/10 下午 05:10:00,萬華區,自用-小客車;普通重型-機車,1,25.02206,121.50025
臺北市萬華區萬大路 / 臺北市萬華區長泰街,2020/11/17 下午 06:02:00,萬華區,自用-小客車;腳踏自行車-慢車,1,25.022577,121.499252
臺北市萬華區萬大路 / 臺北市萬華區長泰街,2020/10/15 下午 06:22:00,萬華區,自用-小客車;普通重型-機車,1,25.022587,121.499257
臺北市萬華區萬大路 / 臺北市萬華區長泰街,2020/11/28 下午 03:22:00,萬華區,自用-小客車;普通重型-機車,1,25.022615,121.499296
臺北市萬華區萬大路 / 臺北市萬華區長泰街,2020/11/2 上午 09:19:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.022631,121.499396
臺北市萬華區萬大路 / 臺北市萬華區長泰街,2020/11/4 下午 05:44:00,萬華區,普通重型-機車;自用-小客車;其他人-人;乘客-人,2,25.022644,121.499426
臺北市萬華區萬大路 / 臺北市萬華區德昌街,2020/1/20 下午 05:32:00,萬華區,普通重型-機車,1,25.025346,121.500372
臺北市萬華區萬大路 / 臺北市萬華區德昌街,2020/11/11 下午 06:26:00,萬華區,自用-小貨車(含客、貨兩用);行人-人,1,25.025346,121.500463
臺北市萬華區萬大路 / 臺北市萬華區德昌街,2020/2/25 上午 11:52:00,萬華區,腳踏自行車-慢車;普通輕型-機車,1,25.02535,121.50044
臺北市萬華區萬大路 / 臺北市萬華區德昌街,2020/3/2 上午 11:10:00,萬華區,普通重型-機車;普通重型-機車,2,25.025356,121.500399
臺北市萬華區萬大路 / 臺北市萬華區德昌街,2020/10/29 上午 03:16:00,萬華區,計程車-小客車;普通重型-機車,1,25.025356,121.500399
臺北市萬華區萬大路 / 臺北市萬華區堤外便道,2020/1/5 下午 09:50:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.016153,121.495281
臺北市萬華區萬大路 / 臺北市萬華區東園街,2020/8/4 上午 05:24:00,萬華區,計程車-小客車;腳踏自行車-慢車,1,25.021495,121.49855
臺北市萬華區萬大路 / 臺北市萬華區東園街,2020/1/3 下午 03:57:00,萬華區,自用-曳引車;民營公車-大客車;乘客-人;乘客-人,2,25.02152,121.498698
臺北市萬華區萬大路 / 臺北市萬華區東園街,2020/5/27 下午 10:24:00,萬華區,普通重型-機車;普通重型-機車,2,25.021684,121.498649
臺北市萬華區萬大路 / 臺北市萬華區東園街,2020/8/16 上午 05:36:00,萬華區,普通重型-機車;行人-人,1,25.021687,121.498736
臺北市萬華區萬大路 / 臺北市萬華區富民路,2020/7/19 下午 12:01:00,萬華區,普通重型-機車;普通重型-機車,2,25.019176,121.499244
臺北市萬華區萬大路 / 臺北市萬華區環河南路3段,2020/8/7 上午 03:52:00,萬華區,其他車-其他車;計程車-小客車,1,25.016622,121.495786
臺北市萬華區萬大路 / 臺北市萬華區莒光路,2020/12/15 上午 09:51:00,萬華區,普通重型-機車;普通重型-機車,2,25.031081,121.500605
臺北市萬華區萬大路 / 臺北市萬華區莒光路,2020/5/10 下午 03:16:00,萬華區,自用-小客車;自用-小客車;普通重型-機車;普通重型-機車;乘客-人;乘客-人,5,25.031108,121.500363
臺北市萬華區萬大路 / 臺北市萬華區莒光路,2020/9/11 上午 08:10:00,萬華區,普通重型-機車;普通重型-機車,1,25.031113,121.500618
臺北市萬華區萬大路 / 臺北市萬華區莒光路,2020/10/12 上午 07:39:00,萬華區,普通重型-機車;普通重型-機車;乘客-人,2,25.031132,121.500644
臺北市萬華區萬大路 / 臺北市萬華區莒光路,2020/4/27 下午 02:06:00,萬華區,計程車-小客車;普通重型-機車;普通重型-機車;乘客-人,3,25.031186,121.500594
臺北市萬華區萬大路 / 臺北市萬華區莒光路,2020/3/14 下午 03:10:00,萬華區,普通重型-機車;普通重型-機車;自用-小客車;乘客-人,2,25.031374,121.500598
臺北市萬華區萬大路 / 臺北市萬華區艋舺大道,2020/9/7 下午 12:19:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.031629,121.500592
臺北市萬華區萬大路 / 臺北市萬華區艋舺大道,2020/10/15 上午 08:44:00,萬華區,普通重型-機車;普通重型-機車,2,25.031637,121.50058
臺北市萬華區萬大路 / 臺北市萬華區艋舺大道,2020/12/22 下午 01:37:00,萬華區,普通重型-機車;自用-小客車,1,25.03286,121.500601
臺北市萬華區萬大路 / 臺北市萬華區艋舺大道,2020/11/4 上午 08:29:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.032867,121.50044
臺北市萬華區萬大路 / 臺北市萬華區艋舺大道,2020/10/19 上午 08:44:00,萬華區,計程車-小客車;普通重型-機車,1,25.032885,121.500708
臺北市萬華區萬大路 / 臺北市萬華區艋舺大道,2020/5/30 下午 11:39:00,萬華區,自用-小客車;普通重型-機車,1,25.032903,121.500504
臺北市萬華區萬大路 / 臺北市萬華區民和街,2020/9/12 上午 12:57:00,萬華區,普通輕型-機車;計程車-小客車,1,25.026315,121.500418
臺北市萬華區萬大路 / 臺北市萬華區民和街,2020/1/16 下午 03:02:00,萬華區,租賃車-小客車;普通重型-機車;乘客-人,1,25.02632,121.500485
臺北市萬華區萬大路 / 臺北市萬華區雙和街,2020/4/5 上午 12:10:00,萬華區,普通重型-機車;普通重型-機車,2,25.02756,121.500521
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/11/1 上午 07:23:00,萬華區,普通重型-機車;普通重型-機車,2,25.017338,121.500411
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/1/9 上午 07:41:00,萬華區,計程車-小客車;普通重型-機車,1,25.019611,121.497383
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/7/11 上午 10:58:00,萬華區,普通重型-機車;普通重型-機車;乘客-人,2,25.019884,121.49695
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/10/23 上午 07:23:00,萬華區,普通重型-機車;自用-小客車,1,25.019892,121.496963
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/12/23 上午 10:18:00,萬華區,行人-人;自用-小客車,1,25.020074,121.497731
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/1/16 上午 08:06:00,萬華區,行人-人;普通重型-機車,2,25.020123,121.497826
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/7/27 下午 06:25:00,萬華區,自用-小客車;行人-人,1,25.020481,121.495879
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/7/12 下午 09:17:00,萬華區,自用-小客車;普通重型-機車,1,25.020481,121.495879
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/9/26 上午 07:59:00,萬華區,普通重型-機車;普通重型-機車;乘客-人,3,25.020665,121.498789
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/1/24 下午 01:03:00,萬華區,自用-小客車;普通重型-機車,1,25.020909,121.498311
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/10/29 下午 05:05:00,萬華區,普通重型-機車,1,25.020938,121.498357
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/3/20 下午 12:44:00,萬華區,自用-小客車;腳踏自行車-慢車,1,25.021118,121.499912
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/3/9 下午 04:31:00,萬華區,普通重型-機車;民營公車-大客車;自用-小客車,1,25.021174,121.499901
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/2/22 上午 10:44:00,萬華區,普通重型-機車;計程車-小客車,1,25.021258,121.499453
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/10/6 上午 11:05:00,萬華區,自用-小客車;普通重型-機車,1,25.021287,121.499439
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/6/23 上午 02:43:00,萬華區,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車,1,25.02131,121.496188
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/3/16 上午 10:41:00,萬華區,普通重型-機車;租賃車-小客車,1,25.021326,121.499175
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/2/6 上午 01:43:00,萬華區,普通重型-機車;普通重型-機車,1,25.021346,121.498487
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/4/12 下午 05:45:00,萬華區,自用-小客車;自用-小客車;普通重型-機車;普通重型-機車,2,25.02152,121.498698
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/3/5 下午 11:50:00,萬華區,自用-小客車;普通重型-機車,1,25.021567,121.498639
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/10/17 下午 11:55:00,萬華區,自用-小客車;普通重型-機車,1,25.02413,121.500219
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/9/1 下午 02:58:00,萬華區,自用-曳引車;普通重型-機車,1,25.02426,121.500169
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/1/11 下午 12:54:00,萬華區,普通重型-機車;普通重型-機車,1,25.02536,121.50048
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/4/9 上午 08:29:00,萬華區,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,2,25.025384,121.501056
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/3/29 下午 02:02:00,萬華區,普通重型-機車;自用-小客車;乘客-人,2,25.025388,121.501086
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/12/1 下午 09:46:00,萬華區,普通重型-機車;普通重型-機車,2,25.025391,121.50108
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/11/21 上午 10:19:00,萬華區,普通重型-機車;普通輕型-機車,1,25.025391,121.50108
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/9/24 下午 01:25:00,萬華區,普通重型-機車;自用-小客車,1,25.025423,121.501745
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/1/20 上午 08:02:00,萬華區,計程車-小客車;普通重型-機車,1,25.025427,121.501753
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/12/4 上午 06:45:00,萬華區,普通重型-機車;計程車-小客車,1,25.026322,121.500522
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/7/27 下午 05:09:00,萬華區,普通重型-機車;自用-小客車,1,25.026327,121.500512
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/7/10 下午 04:04:00,萬華區,普通重型-機車;普通重型-機車,2,25.026454,121.50053
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/4/6 上午 09:10:00,萬華區,腳踏自行車-慢車;普通重型-機車,2,25.027825,121.50045
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/12/9 下午 07:03:00,萬華區,民營客運-大客車;乘客-人,1,25.027826,121.500455
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/9/7 下午 05:07:00,萬華區,普通重型-機車;普通重型-機車,2,25.027826,121.500455
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/1/12 上午 06:31:00,萬華區,普通重型-機車;行人-人,2,25.027964,121.500529
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/4/14 下午 09:59:00,萬華區,自用-小客車;普通重型-機車,1,25.030272,121.500603
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/8/15 下午 06:28:00,萬華區,普通重型-機車;普通重型-機車;乘客-人,1,25.030274,121.50055
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/12/15 下午 06:07:00,萬華區,普通重型-機車;行人-人,1,25.030281,121.500598
臺北市萬華區萬大路 / 臺北市萬華區萬大路,2020/12/24 上午 08:31:00,萬華區,普通重型-機車;普通重型-機車,2,25.030293,121.5006
臺北市萬華區萬大路 / 臺北市萬華區萬青街,2020/1/5 下午 09:15:00,萬華區,計程車-小客車;行人-人,1,25.021981,121.501649
臺北市萬華區萬大路 / 臺北市萬華區萬青街,2020/10/9 上午 11:50:00,萬華區,營業用-小貨車(含客、貨兩用);行人-人,1,25.022092,121.501643
臺北市萬華區萬大路 / 臺北市萬華區萬青街,2020/2/18 下午 02:20:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.025415,121.501855
臺北市萬華區萬大路 / 臺北市萬華區武成街,2020/7/23 上午 05:55:00,萬華區,普通重型-機車;普通重型-機車,2,25.01803,121.496338
臺北市萬華區萬大路 / 臺北市萬華區武成街,2020/5/19 上午 08:30:00,萬華區,普通重型-機車;自用-小客車,1,25.018814,121.496302
臺北市萬華區萬大路 / 臺北市萬華區武成街,2020/1/1 上午 11:49:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.020475,121.493206
臺北市萬華區萬大路 / 臺北市萬華區西藏路,2020/1/5 下午 08:50:00,萬華區,計程車-小客車;普通重型-機車;乘客-人,2,25.029306,121.500597
臺北市萬華區萬大路 / 臺北市萬華區西藏路,2020/5/19 上午 07:45:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.029321,121.500587
臺北市萬華區萬大路 / 臺北市萬華區西藏路,2020/5/5 上午 08:08:00,萬華區,普通重型-機車;普通重型-機車;普通重型-機車,2,25.029327,121.500517
臺北市萬華區萬大路 / 臺北市萬華區西藏路,2020/3/24 上午 09:58:00,萬華區,自用-小客車;普通輕型-機車,1,25.029333,121.500473
臺北市萬華區萬大路 / 臺北市萬華區西藏路,2020/1/28 下午 02:12:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.029447,121.50057
臺北市萬華區萬大路 / 臺北市萬華區西藏路,2020/1/6 上午 09:38:00,萬華區,普通重型-機車;普通重型-機車,2,25.029447,121.50057
臺北市萬華區萬大路 / 臺北市萬華區西藏路,2020/12/29 下午 12:01:00,萬華區,普通重型-機車;普通重型-機車,1,25.029447,121.50057
臺北市萬華區萬大路 / 臺北市萬華區興寧街,2020/5/13 下午 08:44:00,萬華區,普通重型-機車;自用-小客車,1,25.032253,121.500557
臺北市萬華區萬大路 / 臺北市萬華區興寧街,2020/1/12 下午 05:00:00,萬華區,普通重型-機車;自用-小客車;租賃車-小客車,1,25.032256,121.500543
臺北市萬華區萬大路 / 臺北市萬華區興寧街,2020/12/22 上午 08:35:00,萬華區,普通重型-機車;普通重型-機車;乘客-人,3,25.032256,121.500543
臺北市萬華區萬大路138號前0.0公尺,2020/12/15 上午 10:50:00,萬華區,普通重型-機車;普通重型-機車,1,25.029053,121.500479
臺北市萬華區萬大路143號前0.0公尺,2020/1/21 下午 05:19:00,萬華區,自用-小客車;普通重型-機車,1,25.028782,121.500559
臺北市萬華區萬大路14號前0.0公尺,2020/7/7 下午 09:39:00,萬華區,腳踏自行車-慢車;普通重型-機車,1,25.032343,121.500518
臺北市萬華區萬大路184號前0.0公尺,2020/1/9 下午 03:52:00,萬華區,普通重型-機車;普通重型-機車,1,25.027836,121.500366
臺北市萬華區萬大路217號前0.0公尺,2020/4/28 上午 09:15:00,萬華區,普通重型-機車;普通重型-機車;腳踏自行車-慢車;乘客-人,3,25.026758,121.50051
臺北市萬華區萬大路237巷10弄1號前0.0公尺,2020/11/29 下午 11:12:00,萬華區,自用-小客車,1,25.026289,121.501117
臺北市萬華區萬大路267號前0.0公尺,2020/7/26 下午 09:35:00,萬華區,普通重型-機車;乘客-人,1,25.025697,121.500499
臺北市萬華區萬大路273號前0.0公尺,2020/9/19 下午 04:57:00,萬華區,普通重型-機車;其他人-人,1,25.025555,121.500534
臺北市萬華區萬大路27號前0.0公尺,2020/3/17 上午 11:17:00,萬華區,民營公車-大客車;普通重型-機車,1,25.031903,121.500548
臺北市萬華區萬大路27號前0.0公尺,2020/4/20 下午 12:04:00,萬華區,普通重型-機車;普通重型-機車,1,25.032014,121.500623
臺北市萬華區萬大路281號前0.0公尺,2020/10/30 上午 09:16:00,萬華區,普通重型-機車,1,25.025281,121.500478
臺北市萬華區萬大路283號前0.0公尺,2020/12/12 下午 08:15:00,萬華區,普通重型-機車;自用-大貨車;自用-小客車;乘客-人,2,25.025279,121.500499
臺北市萬華區萬大路298號前0.0公尺,2020/1/21 下午 09:36:00,萬華區,普通輕型-機車,1,25.025207,121.500369
臺北市萬華區萬大路337號前0.0公尺,2020/9/17 上午 10:30:00,萬華區,普通重型-機車;自用-小貨車(含客、貨兩用),1,25.023797,121.500122
臺北市萬華區萬大路346號前0.0公尺,2020/4/28 下午 07:38:00,萬華區,自用-小客車;普通重型-機車,1,25.022711,121.499335
臺北市萬華區萬大路346號前0.0公尺,2020/7/27 下午 01:25:00,萬華區,普通重型-機車;自用-小客車,1,25.022807,121.499398
臺北市萬華區萬大路371號前0.0公尺,2020/1/23 下午 05:34:00,萬華區,自用-小客車;普通重型-機車,1,25.023256,121.499797
臺北市萬華區萬大路387巷51號前0.0公尺,2020/11/10 下午 02:20:00,萬華區,普通重型-機車;自用-小客車,1,25.021484,121.499893
臺北市萬華區萬大路407號前0.0公尺,2020/4/28 下午 03:49:00,萬華區,普通重型-機車;普通重型-機車,2,25.021852,121.498942
臺北市萬華區萬大路423巷26號前0.0公尺,2020/3/24 下午 12:25:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.02121,121.499597
臺北市萬華區萬大路423巷28弄前0.0公尺,2020/2/1 下午 12:30:00,萬華區,普通重型-機車;普通重型-機車,1,25.020963,121.49986
臺北市萬華區萬大路423巷29號前0.0公尺,2020/12/13 上午 08:50:00,萬華區,普通重型-機車;自用-小貨車(含客、貨兩用),1,25.021121,121.500063
臺北市萬華區萬大路423巷前0.0公尺,2020/6/29 上午 09:39:00,萬華區,自用-小客車;普通重型-機車,1,25.021982,121.501948
臺北市萬華區萬大路425號前0.0公尺,2020/10/10 下午 09:18:00,萬華區,自用-小貨車(含客、貨兩用);普通重型-機車,1,25.021392,121.49855
臺北市萬華區萬大路438號前0.0公尺,2020/11/30 下午 08:05:00,萬華區,普通重型-機車,1,25.020727,121.498069
